/home/farah/PycharmProjects/Change-History-Data-to-Enhance-Class-Change-Proneness-Prediction-Models/venv/bin/python /home/farah/PycharmProjects/Change-History-Data-to-Enhance-Class-Change-Proneness-Prediction-Models/scripts/statistical scripts/normality.py 
(111917, 198)
pdfbox, MaxCyclomaticModified, 0.806, 0.000, NotGaussian
pdfbox, MaxCyclomaticStrict, 0.806, 0.000, NotGaussian
pdfbox, MaxEssential, 0.806, 0.000, NotGaussian
pdfbox, MaxInheritanceTree, 0.818, 0.000, NotGaussian
pdfbox, MaxNesting, 0.514, 0.000, NotGaussian
pdfbox, PercentLackOfCohesion, 0.500, 0.000, NotGaussian
pdfbox, RatioCommentToCode, 0.506, 0.000, NotGaussian
pdfbox, SumCyclomatic, 0.890, 0.000, NotGaussian
pdfbox, SumCyclomaticModified, 0.890, 0.000, NotGaussian
pdfbox, SumCyclomaticStrict, 0.890, 0.000, NotGaussian
pdfbox, SumEssential, 0.872, 0.000, NotGaussian
pdfbox, BOC, 0.999, 0.000, NotGaussian
pdfbox, TACH, 0.500, 0.000, NotGaussian
pdfbox, FCH, 0.500, 0.000, NotGaussian
pdfbox, LCH, 0.999, 0.000, NotGaussian
pdfbox, CHO, 0.500, 0.000, NotGaussian
pdfbox, FRCH, 0.500, 0.000, NotGaussian
pdfbox, CHD, 0.500, 0.000, NotGaussian
pdfbox, WCD, 0.500, 0.000, NotGaussian
pdfbox, WFR, 0.890, 0.000, NotGaussian
pdfbox, ATAF, 0.500, 0.000, NotGaussian
pdfbox, LCA, 0.500, 0.000, NotGaussian
pdfbox, LCD, 0.500, 0.000, NotGaussian
pdfbox, CSB, 0.500, 0.000, NotGaussian
pdfbox, CSBS, 0.500, 0.000, NotGaussian
pdfbox, ACDF, 0.500, 0.000, NotGaussian
pdfbox, FANIN, 0.500, 0.000, NotGaussian
pdfbox, FANOUT, 0.500, 0.000, NotGaussian
pdfbox, LazyClass, 0.500, 0.000, NotGaussian
pdfbox, DataClass, 0.500, 0.000, NotGaussian
pdfbox, ComplexClass, 0.500, 0.000, NotGaussian
pdfbox, SpaghettiCode, 0.500, 0.000, NotGaussian
pdfbox, SpeculativeGenerality, 0.500, 0.000, NotGaussian
pdfbox, GodClass, 0.500, 0.000, NotGaussian
pdfbox, RefusedBequest, 0.500, 0.000, NotGaussian
pdfbox, ClassDataShouldBePrivate, 0.500, 0.000, NotGaussian
pdfbox, BrainClass, 0.500, 0.000, NotGaussian
pdfbox, TotalClass, 0.500, 0.000, NotGaussian
pdfbox, LongParameterList, 0.500, 0.000, NotGaussian
pdfbox, LongMethod, 0.500, 0.000, NotGaussian
pdfbox, FeatureEnvy, 0.500, 0.000, NotGaussian
pdfbox, DispersedCoupling, 0.500, 0.000, NotGaussian
pdfbox, MessageChain, 0.500, 0.000, NotGaussian
pdfbox, IntensiveCoupling, 0.500, 0.000, NotGaussian
pdfbox, ShotgunSurgery, 0.500, 0.000, NotGaussian
pdfbox, BrainMethod, 0.500, 0.000, NotGaussian
pdfbox, TotalMethod, 0.500, 0.000, NotGaussian
pdfbox, TotalClassMethod, 0.550, 0.000, NotGaussian
pdfbox, DiversityTotal, 0.550, 0.000, NotGaussian
pdfbox, DiversityMethod, 0.500, 0.000, NotGaussian
pdfbox, DiversityClass, 0.500, 0.000, NotGaussian
pdfbox, TOTAL_CHANGES, 0.500, 0.000, NotGaussian
pdfbox, will_change, 0.500, 0.000, NotGaussian
pdfbox, release, 0.987, 0.000, NotGaussian
