Dataset;Algoritm;Approach;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score;Accuracy;Sensitivity;Specificity;ROC
junit4;LogistRegression;Our;4;StEv;ADA;0.894482091;0.6969394374;0.9162733669;0.894482091;0.8411214953;0.8973966309;0.8692590631
junit4;LogistRegression;Our;4;AF;SMOTE;0.8915779284;0.6927293588;0.914310316;0.8915779284;0.8411214953;0.8943338438;0.8677276696
junit4;MLP;Our;4;Ev;ROS;0.941;0.775;0.948;0.941;0.785;0.950;0.868
junit4;MLP;Our;4;EvSm;ROS;0.9520813166;0.7989930686;0.9562417847;0.9520813166;0.7663551402;0.9622256253;0.8642903828
junit4;LogistRegression;Our;4;EvSm;SMOTE;0.8596321394;0.6557173198;0.8932331977;0.8596321394;0.8691588785;0.8591117917;0.8641353351
junit4;MLP;Our;4;EvSm;ADA;0.9491771539;0.79124224;0.9540109994;0.9491771539;0.7663551402;0.9591628382;0.8627589892
junit4;DT;Our;4;EvSm;ADA;0.9622458858;0.8261190455;0.9640331091;0.9622458858;0.7476635514;0.9739663093;0.8608149304
junit4;MLP;Our;4;StEv;SMOTE;0.9612778316;0.823055841;0.9632459431;0.9612778316;0.7476635514;0.9729453803;0.8603044658
junit4;MLP;Our;4;EvSm;SMOTE;0.9486931268;0.7885224499;0.9535035921;0.9486931268;0.7570093458;0.9591628382;0.858086092
junit4;DT;Our;4;AF;SMOTE;0.9622458858;0.8247354958;0.9638990161;0.9622458858;0.738317757;0.9744767739;0.8563972654
junit4;LogistRegression;Our;4;Ev;SMOTE;0.861;0.653;0.894;0.861;0.841;0.862;0.851
junit4;LogistRegression;Our;4;AF;ADA;0.8964181994;0.6928056074;0.9169973556;0.8964181994;0.7943925234;0.9019908116;0.8481916675
junit4;MLP;Our;4;AF;ADA;0.9535333979;0.7971526755;0.9568092895;0.9535333979;0.7289719626;0.965798877;0.8473854198
junit4;DT;Our;4;AF;ADA;0.9617618587;0.8203413002;0.9632277564;0.9617618587;0.7196261682;0.9749872384;0.8473067033
junit4;DT;Our;4;StEv;SMOTE;0.9612778316;0.8187981564;0.9628332865;0.9612778316;0.7196261682;0.9744767739;0.847051471
junit4;LogistRegression;Our;4;StEv;ROS;0.8770571152;0.668983771;0.9042413006;0.8770571152;0.8130841121;0.8805513017;0.8468177069
junit4;LogistRegression;Our;4;AF;ROS;0.876089061;0.6677496765;0.9035959724;0.876089061;0.8130841121;0.8795303726;0.8463072424
junit4;MLP;Our;4;AF;ROS;0.9574056147;0.8068707642;0.9597164567;0.9574056147;0.7196261682;0.9703930577;0.845009613
junit4;LogistRegression;Our;4;EvSm;NONE;0.8470474347;0.6379972675;0.884596573;0.8470474347;0.8411214953;0.8473711077;0.8442463015
junit4;LogistRegression;Our;4;EvSm;ROS;0.8610842207;0.6509533203;0.8937246413;0.8610842207;0.8224299065;0.8631955079;0.8428127072
junit4;LogistRegression;Our;4;EvSm;ADA;0.844143272;0.6349302514;0.8826684318;0.844143272;0.8411214953;0.8443083206;0.8427149079
junit4;LogistRegression;Our;4;Ev;NONE;0.843;0.634;0.882;0.843;0.841;0.843;0.842
junit4;LogistRegression;Our;4;StEv;NONE;0.8707647628;0.6597503002;0.8999462343;0.8707647628;0.8037383178;0.8744257274;0.8390820226
junit4;LogistRegression;Our;4;Ev;ROS;0.853;0.642;0.889;0.853;0.822;0.855;0.839
junit4;LogistRegression;Our;4;AF;NONE;0.8683446273;0.6568173379;0.8983392491;0.8683446273;0.8037383178;0.8718734048;0.8378058613
junit4;MLP;Our;4;StEv;ADA;0.9636979671;0.8222453187;0.9643887288;0.9636979671;0.691588785;0.97856049;0.8350746375
junit4;LogistRegression;Our;4;Ev;ADA;0.833;0.622;0.875;0.833;0.832;0.833;0.832
junit4;RandomForest;Our;4;StEv;ROS;0.9748305905;0.8607412477;0.9737324043;0.9748305905;0.6728971963;0.9913221031;0.8321096497
junit4;DT;Our;4;AF;ROS;0.9661181026;0.8290252714;0.9662663111;0.9661181026;0.6822429907;0.9816232772;0.8319331339
junit4;DT;Our;4;StEv;ROS;0.9641819942;0.8223601041;0.9646429537;0.9641819942;0.6822429907;0.9795814191;0.8309122049
junit4;RandomForest;Our;4;AF;ROS;0.9719264279;0.8476246185;0.9709938312;0.9719264279;0.6635514019;0.9887697805;0.8261605912
junit4;DT;Our;4;EvSm;NONE;0.9636979671;0.816007742;0.9637777565;0.9636979671;0.6542056075;0.9806023481;0.8174039778
junit4;DT;Our;4;EvSm;SMOTE;0.9607938045;0.8047183781;0.9612163151;0.9607938045;0.6448598131;0.9780500255;0.8114549193
junit4;DT;Our;4;EvSm;ROS;0.9549854792;0.7795841951;0.9558420237;0.9549854792;0.6074766355;0.9739663093;0.7907214724
junit4;RandomForest;Our;4;EvSm;NONE;0.9699903195;0.8272463424;0.9680140983;0.9699903195;0.5887850467;0.9908116386;0.7897983427
junit4;MLP;Our;4;AF;NONE;0.968054211;0.8197493655;0.9663131723;0.968054211;0.5887850467;0.9887697805;0.7887774136
junit4;MLP;Our;4;StEv;NONE;0.968054211;0.8197493655;0.9663131723;0.968054211;0.5887850467;0.9887697805;0.7887774136
junit4;RandomForest;Our;4;Ev;NONE;0.968;0.814;0.966;0.968;0.561;0.990;0.776
junit4;DT;Our;4;Ev;ROS;0.956;0.775;0.956;0.956;0.570;0.977;0.774
junit4;DT;Our;4;AF;NONE;0.9627299129;0.7907440804;0.9608016147;0.9627299129;0.5420560748;0.9857069934;0.7638815341
junit4;MLP;Our;4;Ev;NONE;0.968;0.804;0.965;0.968;0.523;0.992;0.758
junit4;DT;Our;4;StEv;NONE;0.9622458858;0.784843387;0.9599763442;0.9622458858;0.523364486;0.9862174579;0.7547909719
junit4;DT;Our;4;Ev;NONE;0.961;0.779;0.959;0.961;0.514;0.986;0.750
junit4;MLP;Our;4;EvSm;NONE;0.9656340755;0.7926954565;0.962426417;0.9656340755;0.5046728972;0.9908116386;0.7477422679
junit4;LogistRegression;Our;4;St;ROS;0.824;0.574;0.867;0.824;0.561;0.839;0.700
junit4;LogistRegression;Our;4;StSm;ROS;0.8189738625;0.5654860449;0.8629888575;0.8189738625;0.5327102804;0.8346094946;0.6836598875
junit4;LogistRegression;Our;4;St;SMOTE;0.835;0.576;0.873;0.835;0.514;0.853;0.684
junit4;LogistRegression;Our;4;St;ADA;0.825;0.569;0.867;0.825;0.523;0.841;0.682
junit4;RandomForest;Our;4;StEv;NONE;0.9627299129;0.7419322394;0.9559130302;0.9627299129;0.3644859813;0.9954058193;0.6799459003
junit4;DT;Our;4;St;ADA;0.864;0.594;0.891;0.864;0.467;0.886;0.677
junit4;RandomForest;Our;4;AF;NONE;0.96321394;0.7371237234;0.9556618659;0.96321394;0.3457943925;0.9969372129;0.6713658027
junit4;LogistRegression;Our;4;StSm;ADA;0.8184898354;0.5604173014;0.8623442332;0.8184898354;0.5046728972;0.8356304237;0.6701516604
junit4;LogistRegression;Our;4;StSm;SMOTE;0.8267182962;0.5654237017;0.8674946062;0.8267182962;0.4953271028;0.8448187851;0.6700729439
junit4;DT;Our;4;StSm;ADA;0.8460793804;0.5750005175;0.8792660049;0.8460793804;0.4579439252;0.8672792241;0.6626115747
junit4;LogistRegression;Our;4;StSm;NONE;0.8170377541;0.5561029955;0.8611858067;0.8170377541;0.4859813084;0.8351199592;0.6605506338
junit4;LogistRegression;Our;4;St;NONE;0.821;0.558;0.864;0.821;0.477;0.840;0.658
junit4;DT;Our;4;StSm;SMOTE;0.8683446273;0.5882351217;0.8926733872;0.8683446273;0.4205607477;0.8928024502;0.6566815989
junit4;MLP;Our;4;St;SMOTE;0.906;0.616;0.915;0.906;0.355;0.936;0.646
junit4;MLP;Our;4;StSm;SMOTE;0.9211035818;0.6293117967;0.9241281557;0.9211035818;0.3271028037;0.9535477284;0.6403252661
junit4;DT;Our;4;St;ROS;0.928;0.638;0.928;0.928;0.318;0.961;0.639
junit4;DT;Our;4;StSm;ROS;0.9269119071;0.6359564827;0.9276995503;0.9269119071;0.3177570093;0.9601837672;0.6389703883
junit4;MLP;Our;4;StSm;ROS;0.9007744434;0.6060138402;0.9114960098;0.9007744434;0.3457943925;0.9310872894;0.638440841
junit4;DT;Our;4;St;SMOTE;0.859;0.571;0.886;0.859;0.383;0.885;0.634
junit4;DT;Our;4;St;NONE;0.928;0.631;0.928;0.928;0.299;0.962;0.631
junit4;DT;Our;4;StSm;NONE;0.9259438529;0.6279252079;0.9264273877;0.9259438529;0.2990654206;0.9601837672;0.6296245939
junit4;MLP;Our;4;StSm;ADA;0.9133591481;0.6056289064;0.9179118695;0.9133591481;0.2897196262;0.9474221542;0.6185708902
junit4;MLP;Our;4;St;ROS;0.886;0.581;0.901;0.886;0.318;0.917;0.617
junit4;MLP;Our;4;St;ADA;0.924;0.614;0.924;0.924;0.271;0.959;0.615
junit4;RandomForest;Our;4;St;SMOTE;0.933;0.598;0.927;0.933;0.196;0.973;0.585
junit4;RandomForest;Our;4;StSm;ADA;0.9317521781;0.583869378;0.9249381688;0.9317521781;0.1682242991;0.9734558448;0.5708400719
junit4;RandomForest;Our;4;StSm;SMOTE;0.9307841239;0.5824711308;0.9243236285;0.9307841239;0.1682242991;0.9724349158;0.5703296074
junit4;MLP;Our;4;StSm;NONE;0.9385285576;0.5895991278;0.9288208097;0.9385285576;0.1588785047;0.9811128127;0.5699956587
junit4;MLP;Our;4;St;NONE;0.939;0.590;0.929;0.939;0.159;0.981;0.570
junit4;RandomForest;Our;4;St;ADA;0.932;0.575;0.924;0.932;0.150;0.975;0.562
junit4;RandomForest;Our;4;StSm;ROS;0.9394966118;0.5532895704;0.9256245213;0.9394966118;0.09345794393;0.9857069934;0.5395824686
junit4;RandomForest;Our;4;St;ROS;0.938;0.552;0.925;0.938;0.093;0.984;0.539
junit4;RandomForest;Our;4;StSm;NONE;0.9457889642;0.5193752077;0.9251913829;0.9457889642;0.03738317757;0.9954058193;0.5163944984
junit4;RandomForest;Our;4;St;NONE;0.945;0.511;0.924;0.945;0.028;0.995;0.511
pdfbox;RandomForest;Our;4;Ev;SMOTE;0.893;0.783;0.903;0.893;0.814;0.903;0.858
pdfbox;RandomForest;Our;4;EvSm;SMOTE;0.921291941;0.8207218651;0.925144636;0.921291941;0.7750352609;0.9395837008;0.8573094809
pdfbox;RandomForest;Our;4;EvSm;ADA;0.9206647852;0.8191966207;0.9245298346;0.9206647852;0.7715091678;0.9393191039;0.8554141359
pdfbox;RandomForest;Our;4;Ev;ADA;0.876;0.761;0.890;0.876;0.827;0.882;0.854
pdfbox;MLP;Our;4;Ev;ADA;0.844;0.729;0.867;0.844;0.863;0.842;0.853
pdfbox;MLP;Our;4;Ev;ROS;0.897;0.785;0.905;0.897;0.794;0.909;0.852
pdfbox;RandomForest;Our;4;EvSm;ROS;0.9234869865;0.8193989528;0.9260236218;0.9234869865;0.7390691114;0.94655142;0.8428102657
pdfbox;MLP;Our;4;EvSm;ROS;0.8948730009;0.7788703626;0.9034234714;0.8948730009;0.7672778561;0.9108308344;0.8390543452
pdfbox;MLP;Our;4;Ev;SMOTE;0.898;0.783;0.906;0.898;0.762;0.915;0.839
pdfbox;RandomForest;Our;4;Ev;ROS;0.906;0.793;0.912;0.906;0.752;0.925;0.839
pdfbox;MLP;Our;4;StEv;ROS;0.9038883663;0.7891412075;0.910107394;0.9038883663;0.7475317348;0.9234432881;0.8354875114
pdfbox;RandomForest;Our;4;StEv;SMOTE;0.9369708373;0.8386276113;0.9365955568;0.9369708373;0.7031029619;0.9662197919;0.8346613769
pdfbox;RandomForest;Our;4;StEv;ADA;0.93579492;0.8363854375;0.9355649675;0.93579492;0.7031029619;0.9648968072;0.8339998846
pdfbox;MLP;Our;4;StEv;SMOTE;0.9034963939;0.786160667;0.9093451744;0.9034963939;0.7320169252;0.9249426707;0.828479798
pdfbox;RandomForest;Our;4;AF;ADA;0.9352461587;0.8335857763;0.9347363273;0.9352461587;0.6911142454;0.965778797;0.8284465212
pdfbox;RandomForest;Our;4;AF;SMOTE;0.9356381311;0.8340177993;0.935017067;0.9356381311;0.6889985896;0.9664843888;0.8277414892
pdfbox;MLP;Our;4;EvSm;ADA;0.8942458451;0.7729752232;0.9020114314;0.8942458451;0.7348377997;0.9141823955;0.8245100976
pdfbox;MLP;Our;4;StEv;ADA;0.9165882722;0.8027826906;0.9192895399;0.9165882722;0.7059238364;0.942935262;0.8244295492
pdfbox;MLP;Our;4;AF;ADA;0.9058482283;0.7874179807;0.9108113276;0.9058482283;0.7172073343;0.9294408185;0.8233240764
pdfbox;DT;Our;4;AF;ADA;0.9179993728;0.8042414718;0.9202923128;0.9179993728;0.7002820874;0.9452284354;0.8227552614
pdfbox;MLP;Our;4;EvSm;SMOTE;0.9000470367;0.7790855752;0.9062110862;0.9000470367;0.7200282087;0.9225612983;0.8212947535
pdfbox;DT;Our;4;StEv;SMOTE;0.9119629978;0.7944455658;0.9153136763;0.9119629978;0.7009873061;0.9383489152;0.8196681106
pdfbox;DT;Our;4;StEv;ADA;0.9077296958;0.7879553845;0.911890001;0.9077296958;0.7023977433;0.9334097724;0.8179037579
pdfbox;MLP;Our;4;AF;ROS;0.9208215742;0.8063166384;0.9221291346;0.9208215742;0.6833568406;0.950520374;0.8169386073
pdfbox;MLP;Our;4;AF;SMOTE;0.9155691439;0.7980363016;0.9178519214;0.9155691439;0.6868829337;0.9441700476;0.8155264907
pdfbox;DT;Our;4;EvSm;ADA;0.8923643775;0.766285008;0.8997792279;0.8923643775;0.7101551481;0.9151525842;0.8126538662
pdfbox;DT;Our;4;Ev;ADA;0.858;0.729;0.875;0.858;0.754;0.871;0.813
pdfbox;DT;Our;4;EvSm;SMOTE;0.8827218564;0.7524232145;0.8920993035;0.8827218564;0.7073342736;0.904656906;0.8059955898
pdfbox;RandomForest;Our;4;AF;ROS;0.9333646911;0.8219823274;0.9314880804;0.9333646911;0.6403385049;0.9700123479;0.8051754264
pdfbox;DT;Our;4;AF;ROS;0.923408592;0.805547491;0.923278044;0.923408592;0.6516220028;0.9573998942;0.8045109485
pdfbox;MLP;Our;4;St;ROS;0.819;0.690;0.845;0.819;0.783;0.823;0.803
pdfbox;RandomForest;Our;4;StEv;ROS;0.9325023518;0.8194991307;0.9305654097;0.9325023518;0.6354019746;0.9696595519;0.8025307633
pdfbox;DT;Our;4;Ev;SMOTE;0.838;0.706;0.859;0.838;0.752;0.849;0.800
pdfbox;DT;Our;4;AF;SMOTE;0.8698651615;0.7362004744;0.8822306171;0.8698651615;0.7108603667;0.8897512789;0.8003058228
pdfbox;MLP;Our;4;AF;NONE;0.9332862966;0.8184556439;0.930739535;0.9332862966;0.6205923836;0.9723937202;0.7964930519
pdfbox;DT;Our;4;StEv;ROS;0.921291941;0.7982322614;0.9207731189;0.921291941;0.6311706629;0.9575762921;0.7943734775
pdfbox;RandomForest;Our;4;EvSm;NONE;0.9315616181;0.8140147611;0.928999952;0.9315616181;0.6142454161;0.9712471335;0.7927462748
pdfbox;DT;Our;4;StEv;NONE;0.9242709313;0.8021311006;0.9230278399;0.9242709313;0.6234132581;0.961898042;0.79265565
pdfbox;DT;Our;4;EvSm;ROS;0.9118062088;0.7835610953;0.9131253611;0.9118062088;0.6389280677;0.9459340272;0.7924310474
pdfbox;MLP;Our;4;StSm;ROS;0.8170272813;0.683354074;0.8433490325;0.8170272813;0.7524682652;0.8251014288;0.788784847
pdfbox;MLP;Our;4;St;ADA;0.843;0.705;0.862;0.843;0.719;0.858;0.788
pdfbox;RandomForest;Our;4;Ev;NONE;0.909;0.778;0.910;0.909;0.633;0.943;0.788
pdfbox;DT;Our;4;AF;NONE;0.9248196927;0.8009325946;0.9230591983;0.9248196927;0.6114245416;0.9640148174;0.7877196795
pdfbox;MLP;Our;4;St;SMOTE;0.839;0.701;0.859;0.839;0.716;0.855;0.785
pdfbox;MLP;Our;4;StEv;NONE;0.9343054249;0.8123158542;0.9299876299;0.9343054249;0.5761636107;0.9790968425;0.7776302266
pdfbox;MLP;Our;4;StSm;ADA;0.7685010975;0.6420843283;0.8075050315;0.7685010975;0.7834978843;0.7666255071;0.7750616957
pdfbox;DT;Our;4;EvSm;NONE;0.9109438696;0.7743909365;0.9108888301;0.9109438696;0.5980253879;0.9500793791;0.7740523835
pdfbox;MLP;Our;4;EvSm;NONE;0.9321887739;0.8046443241;0.9273998244;0.9321887739;0.5585331453;0.9789204445;0.7687267949
pdfbox;DT;Our;4;Ev;ROS;0.889;0.742;0.894;0.889;0.603;0.925;0.764
pdfbox;DT;Our;4;Ev;NONE;0.886;0.737;0.891;0.886;0.599;0.922;0.761
pdfbox;MLP;Our;4;StSm;SMOTE;0.8374882408;0.6893314977;0.8561739193;0.8374882408;0.6607898449;0.8595872288;0.7601885368
pdfbox;RandomForest;Our;4;StEv;NONE;0.9354029476;0.8055536727;0.9291247402;0.9354029476;0.5317348378;0.9858881637;0.7588115007
pdfbox;RandomForest;Our;4;AF;NONE;0.9361868924;0.8065694722;0.9297072627;0.9361868924;0.5289139633;0.9871229494;0.7580184564
pdfbox;LogistRegression;Our;4;StEv;ADA;0.7213860144;0.6030859519;0.7716006877;0.7213860144;0.7891396333;0.7129123302;0.7510259818
pdfbox;LogistRegression;Our;4;AF;SMOTE;0.7340075259;0.6110039107;0.7811134691;0.7340075259;0.7722143865;0.7292291409;0.7507217637
pdfbox;LogistRegression;Our;4;StEv;ROS;0.7409062402;0.6152923345;0.7862471904;0.7409062402;0.7623413258;0.7382254366;0.7502833812
pdfbox;LogistRegression;Our;4;AF;ROS;0.7359673879;0.6119132604;0.7825478895;0.7359673879;0.7672778561;0.7320515082;0.7496646822
pdfbox;LogistRegression;Our;4;AF;ADA;0.723267482;0.6038283463;0.7729939982;0.723267482;0.7834978843;0.7157346975;0.7496162909
pdfbox;LogistRegression;Our;4;StEv;SMOTE;0.7272656005;0.6061866172;0.7760019027;0.7272656005;0.7771509168;0.7210266361;0.7490887764
pdfbox;MLP;Our;4;Ev;NONE;0.930;0.791;0.924;0.930;0.511;0.983;0.747
pdfbox;LogistRegression;Our;4;StEv;NONE;0.735497021;0.6105107255;0.7820944581;0.735497021;0.76022567;0.7324043041;0.746314987
pdfbox;LogistRegression;Our;4;AF;NONE;0.7372216996;0.6111125582;0.7833320905;0.7372216996;0.754583921;0.7350502734;0.7448170972
pdfbox;LogistRegression;Our;4;EvSm;ROS;0.7362025713;0.605782732;0.7821170384;0.7362025713;0.7242595205;0.7376962427;0.7309778816
pdfbox;LogistRegression;Our;4;EvSm;ADA;0.7098620257;0.5892141939;0.7623411275;0.7098620257;0.7552891396;0.7041806315;0.7297348856
pdfbox;LogistRegression;Our;4;EvSm;NONE;0.7318124804;0.6015776723;0.7787241547;0.7318124804;0.7200282087;0.7332862939;0.7266572513
pdfbox;LogistRegression;Our;4;EvSm;SMOTE;0.7209156475;0.59461793;0.7705832893;0.7209156475;0.7320169252;0.7195272535;0.7257720894
pdfbox;LogistRegression;Our;4;Ev;ADA;0.743;0.607;0.787;0.743;0.700;0.748;0.724
pdfbox;LogistRegression;Our;4;Ev;NONE;0.743;0.605;0.787;0.743;0.685;0.751;0.718
pdfbox;LogistRegression;Our;4;Ev;SMOTE;0.742;0.604;0.786;0.742;0.685;0.749;0.717
pdfbox;LogistRegression;Our;4;Ev;ROS;0.747;0.607;0.789;0.747;0.678;0.755;0.717
pdfbox;DT;Our;4;StSm;SMOTE;0.838664158;0.6628092534;0.8521797109;0.838664158;0.523977433;0.878020815;0.700999124
pdfbox;DT;Our;4;StSm;ADA;0.8130291627;0.6421292691;0.8344522351;0.8130291627;0.5486600846;0.8460927853;0.697376435
pdfbox;LogistRegression;Our;4;St;SMOTE;0.714;0.580;0.764;0.714;0.671;0.719;0.695
pdfbox;LogistRegression;Our;4;St;NONE;0.711;0.578;0.762;0.711;0.673;0.716;0.695
pdfbox;LogistRegression;Our;4;StSm;NONE;0.7123706491;0.5786000156;0.7632395988;0.7123706491;0.6699576869;0.717675075;0.6938163809
pdfbox;DT;Our;4;St;SMOTE;0.827;0.650;0.844;0.827;0.523;0.865;0.694
pdfbox;LogistRegression;Our;4;St;ADA;0.688;0.565;0.745;0.688;0.702;0.686;0.694
pdfbox;LogistRegression;Our;4;StSm;SMOTE;0.718877391;0.5823055324;0.768046256;0.718877391;0.6614950635;0.7260539778;0.6937745206
pdfbox;LogistRegression;Our;4;StSm;ADA;0.687911571;0.5643704493;0.7447808611;0.687911571;0.6988716502;0.6865408361;0.6927062432
pdfbox;RandomForest;Our;4;StSm;ADA;0.8621825024;0.6765119159;0.8671009285;0.8621825024;0.4703808181;0.9111836303;0.6907822242
pdfbox;RandomForest;Our;4;StSm;SMOTE;0.8659454374;0.6797913578;0.8696585663;0.8659454374;0.4654442877;0.916034574;0.6907394309
pdfbox;RandomForest;Our;4;St;ADA;0.860;0.674;0.865;0.860;0.473;0.908;0.691
pdfbox;LogistRegression;Our;4;St;ROS;0.716;0.580;0.766;0.716;0.656;0.724;0.690
pdfbox;RandomForest;Our;4;St;SMOTE;0.866;0.680;0.870;0.866;0.462;0.917;0.690
pdfbox;LogistRegression;Our;4;StSm;ROS;0.7197397303;0.5809548069;0.7684968911;0.7197397303;0.6488011283;0.7286117481;0.6887064382
pdfbox;MLP;Our;4;StSm;NONE;0.9213703355;0.7380654984;0.9084697702;0.9213703355;0.3815232722;0.9888869289;0.6852051006
pdfbox;DT;Our;4;St;ADA;0.806;0.631;0.829;0.806;0.528;0.841;0.684
pdfbox;DT;Our;4;St;ROS;0.868;0.676;0.870;0.868;0.445;0.921;0.683
pdfbox;MLP;Our;4;St;NONE;0.921;0.734;0.907;0.921;0.370;0.990;0.680
pdfbox;DT;Our;4;StSm;ROS;0.8635152085;0.6695405975;0.8664328661;0.8635152085;0.4379407616;0.9167401658;0.6773404637
pdfbox;DT;Our;4;St;NONE;0.866;0.664;0.866;0.866;0.408;0.923;0.666
pdfbox;DT;Our;4;StSm;NONE;0.8682972719;0.6649020639;0.8679288764;0.8682972719;0.4012693935;0.9267066502;0.6639880219
pdfbox;RandomForest;Our;4;St;ROS;0.863;0.657;0.864;0.863;0.398;0.921;0.660
pdfbox;RandomForest;Our;4;StSm;ROS;0.8622608968;0.6556266367;0.8630764758;0.8622608968;0.3942172073;0.9207973188;0.657507263
pdfbox;RandomForest;Our;4;St;NONE;0.878;0.613;0.862;0.878;0.228;0.959;0.594
pdfbox;RandomForest;Our;4;StSm;NONE;0.8770774537;0.6128716683;0.8615831308;0.8770774537;0.2291960508;0.958105486;0.5936507684
wro4j;RandomForest;Our;4;EvSm;ADA;0.9269676199;0.86123624;0.9313692749;0.9269676199;0.8985765125;0.931316435;0.9149464737
wro4j;RandomForest;Our;4;Ev;ADA;0.923;0.855;0.928;0.923;0.899;0.927;0.913
wro4j;RandomForest;Our;4;Ev;SMOTE;0.926;0.859;0.930;0.926;0.895;0.930;0.913
wro4j;RandomForest;Our;4;EvSm;SMOTE;0.9283857244;0.861697972;0.9322217456;0.9283857244;0.8807829181;0.9356772963;0.9082301072
wro4j;MLP;Our;4;Ev;ROS;0.908;0.827;0.914;0.908;0.843;0.918;0.881
wro4j;RandomForest;Our;4;Ev;ROS;0.930;0.856;0.932;0.930;0.799;0.950;0.875
wro4j;DT;Our;4;AF;SMOTE;0.9108957693;0.827921239;0.9156686405;0.9108957693;0.8149466192;0.9255928046;0.8702697119
wro4j;DT;Our;4;StEv;ADA;0.9170408887;0.835374413;0.9205213056;0.9170408887;0.8007117438;0.9348596348;0.8677856893
wro4j;RandomForest;Our;4;EvSm;ROS;0.9307492319;0.8545914576;0.9318684676;0.9307492319;0.7793594306;0.9539384028;0.8666489167
wro4j;MLP;Our;4;Ev;SMOTE;0.908;0.823;0.913;0.908;0.808;0.924;0.866
wro4j;DT;Our;4;StEv;SMOTE;0.9068778067;0.8193591998;0.911692073;0.9068778067;0.793594306;0.9242300354;0.8589121707
wro4j;DT;Our;4;Ev;SMOTE;0.910;0.823;0.914;0.910;0.785;0.929;0.857
wro4j;RandomForest;Our;4;StEv;SMOTE;0.9309855826;0.8511065904;0.9311917885;0.9309855826;0.7473309609;0.9591169256;0.8532239432
wro4j;RandomForest;Our;4;AF;ADA;0.9302765304;0.8499130306;0.9305620596;0.9302765304;0.7473309609;0.9582992641;0.8528151125
wro4j;MLP;Our;4;EvSm;ROS;0.8957693217;0.8026895715;0.9022073911;0.8957693217;0.7864768683;0.9125102208;0.8494935445
wro4j;DT;Our;4;Ev;ADA;0.909;0.819;0.913;0.909;0.767;0.930;0.849
wro4j;RandomForest;Our;4;AF;SMOTE;0.9290947766;0.8458741931;0.9290412414;0.9290947766;0.731316726;0.9593894794;0.8453531027
wro4j;DT;Our;4;EvSm;ADA;0.9073505082;0.8155347667;0.9111031113;0.9073505082;0.7597864769;0.9299536658;0.8448700714
wro4j;MLP;Our;4;Ev;ADA;0.910;0.819;0.913;0.910;0.756;0.933;0.845
wro4j;RandomForest;Our;4;StEv;ADA;0.9290947766;0.8451721221;0.928879245;0.9290947766;0.7259786477;0.9602071409;0.8430928943
wro4j;DT;Our;4;EvSm;SMOTE;0.9097140156;0.8175657433;0.9127784743;0.9097140156;0.7491103203;0.9343145271;0.8417124237
wro4j;MLP;Our;4;EvSm;SMOTE;0.9035688962;0.8095202365;0.9078078873;0.9035688962;0.756227758;0.9261379122;0.8411828351
wro4j;MLP;Our;4;EvSm;ADA;0.903805247;0.807837647;0.9075605009;0.903805247;0.7419928826;0.9285908967;0.8352918896
wro4j;DT;Our;4;AF;ADA;0.9023871425;0.8052646002;0.906255142;0.9023871425;0.7384341637;0.9275006814;0.8329674225
wro4j;RandomForest;Our;4;AF;ROS;0.9279130229;0.8321238151;0.9252455512;0.9279130229;0.6494661922;0.9705641864;0.8100151893
wro4j;DT;Our;4;StEv;ROS;0.9064051052;0.7959372479;0.9061921893;0.9064051052;0.6423487544;0.9468520033;0.7946003789
wro4j;RandomForest;Our;4;StEv;ROS;0.924131411;0.8190865151;0.9203192979;0.924131411;0.6103202847;0.9721995094;0.7912598971
wro4j;DT;Our;4;AF;ROS;0.90475065;0.7899349721;0.9039798286;0.90475065;0.6227758007;0.9479422186;0.7853590096
wro4j;MLP;Our;4;AF;ROS;0.8952966202;0.7782349145;0.8965533008;0.8952966202;0.6352313167;0.9351321886;0.7851817527
wro4j;DT;Our;4;AF;NONE;0.903805247;0.7878499594;0.9030267748;0.903805247;0.6192170819;0.9473971109;0.7833070964
wro4j;RandomForest;Our;4;Ev;NONE;0.925;0.816;0.920;0.925;0.587;0.977;0.782
